73.36,74.4,57.54,61.77,63.82,67.67,68.84,68.73,69.07
71.94,74.32,57.76,60.85,60.46,67.72,68.8,70.59,71.29
72.17,73.62,57.03,59.41,60.52,66.86,69.71,70.72,70.95
71.57,74.17,54.24,57.12,55.49,65.57,68.26,69.66,70.71
72.15,73.41,52.93,54.5,57.37,65.21,69.18,69.94,70.94
75.87,76.06,64.41,66.35,65.98,70.48,72.72,73.37,74.18
76.77,75.77,65.12,65.72,66.24,67.28,69.32,69.23,69.58
75.03,75.29,66.85,66.25,65.72,66.87,70.01,71.73,72.12
75.89,75.41,66.01,65.17,66.93,69.04,71.61,71.75,72.16
74.77,75.75,63.47,67.04,66.82,71.11,72.64,72.79,72.81
74.84,74.12,65.15,65.57,65.81,65.74,69.33,68.89,69.54
75.56,74.92,61.52,66.56,66.83,70.43,70.24,70.97,71.17
74.63,73.16,62.93,65.89,67.22,69.95,69.06,69.55,69.17
75.09,75.0,58.93,62.64,67.59,68.98,71.35,71.95,73.37
74.37,72.92,59.13,63.49,61.78,66.22,68.66,69.1,68.65
74.86,74.46,69.58,70.28,69.72,70.22,73.18,73.88,74.17
80.28,80.42,70.0,66.67,67.99,70.76,71.88,73.78,74.64
73.47,74.76,69.86,69.86,69.86,71.61,73.68,71.9,72.38
79.6,79.13,71.81,67.36,65.42,71.53,75.16,76.26,76.75
73.51,74.91,66.88,67.57,65.76,68.18,69.36,70.83,72.34
79.72,78.82,62.92,63.68,63.26,67.04,70.28,70.03,69.27
73.66,74.64,64.58,67.5,65.76,73.71,74.2,73.19,73.15
78.7,78.35,62.99,63.06,66.25,72.29,71.24,72.34,73.39
73.39,73.91,59.38,63.4,65.14,70.34,72.23,71.35,71.48
78.52,77.47,58.96,62.5,62.64,66.69,66.66,69.25,69.31
83.41,84.44,72.38,70.0,70.6,77.16,79.15,77.48,78.33
81.59,84.76,65.71,68.45,65.24,76.01,78.06,80.1,81.9
82.74,84.25,73.33,74.64,70.48,75.0,80.28,79.78,79.5
80.71,84.05,71.9,66.55,66.07,74.23,78.19,80.38,81.27
82.3,84.05,70.0,71.43,71.07,76.53,81.13,83.51,82.9
80.75,84.52,69.05,68.93,66.19,79.58,83.57,83.45,83.57
82.02,83.06,69.29,71.55,72.14,77.56,80.67,82.72,82.56
82.06,84.05,65.12,69.17,67.74,79.38,82.82,81.77,82.34
81.79,83.77,67.98,70.12,69.17,76.21,76.19,77.78,78.67
81.19,83.29,65.24,68.45,69.52,76.31,80.24,82.06,81.71
72.75,71.75,63.25,67.25,57.75,65.75,67.5,72.06,70.94
62.81,64.94,56.75,47.25,49.0,48.38,48.0,48.31,50.06
72.88,72.12,63.25,60.5,56.75,62.0,63.94,63.69,64.88
61.19,63.19,56.75,51.0,56.25,54.38,50.25,50.75,51.0
71.38,71.62,64.25,56.75,57.0,67.06,66.0,66.38,65.56
60.31,63.19,56.0,53.5,53.0,49.81,54.06,54.38,54.81
72.38,71.0,61.25,54.25,56.0,61.88,64.0,67.12,67.25
62.31,59.69,56.0,52.25,56.25,51.88,53.62,58.44,57.5
70.38,71.5,57.75,55.5,53.25,55.31,58.44,61.75,61.62
60.81,62.19,53.5,53.25,55.0,49.75,50.88,50.0,52.44
