2,74.73,54.33,2,65.62,46.12
3,78.88,53.34,3,72.38,50.64
4,78.81,50.93,4,79.99,49.8
5,91.81,58.1,5,83.58,53.43
2,73.49,54.83,2,66.83,49.59
3,79.53,58.17,3,75.94,58.27
4,82.01,62.41,4,85.33,61.38
5,90.39,68.17,5,87.75,65.99
2,79.67,62.42,2,77.19,61.32
3,86.54,66.03,3,82.42,60.3
4,87.27,62.05,4,83.45,60.53
5,94.08,72.45,5,93.41,67.71
