2,79.91,58.71,72.34,47.84
3,82.39,54.41,74.62,52.66
4,84.84,61.35,84.03,61.4
5,92.02,63.15,89.24,50.21
2,78.47,59.56,71.33,54.12
3,82.18,60.99,79.31,59.19
4,84.8,64.03,83.01,59.57
5,90.2,65.51,83.96,57.27
2,80.63,66.17,80.78,65.26
3,86.92,65.54,82.56,60.79
4,92.32,69.66,90.88,65.65
5,93.84,71.52,92.45,70.02
