2,79.34,58.6,72.74,54.33
3,82.05,55.08,75.83,51.78
4,85.83,63.19,86.53,62.54
5,90.73,58.68,90.34,61.28
2,80.37,60.85,75.7,57.42
3,83.11,63.89,80.52,61.09
4,85.96,65.68,85.54,63.45
5,90.19,66.66,86.17,65.41
2,81.57,66.89,80.36,67.13
3,85.65,65.27,84.54,62.21
4,87.86,63.94,87.68,65.02
5,91.7,68.79,95.7,73.41
