2,69.89,33.59,65.73,25.68
3,68.91,25.94,59.8,19.54
2,78.74,57.7,83.65,50.47
3,74.62,35.04,70.55,32.18
2,76.13,47.47,69.78,40.26
3,64.17,32.0,62.28,28.94
