2,78.46,43.68,83.42,51.03
3,80.96,36.03,89.47,58.48
2,75.3,45.23,76.99,52.48
3,87.84,61.34,94.26,63.2
2,86.81,57.34,86.72,61.19
3,90.54,56.99,94.63,71.49
