2,76.17,56.55,72.52,50.69
3,57.26,32.82,54.84,36.41
2,66.26,47.65,58.82,43.79
3,61.46,33.16,55.61,34.17
2,77.05,54.84,70.75,52.12
3,88.38,67.84,86.94,65.98
