2,68.31,44.49,64.64,28.08
3,80.86,24.84,78.83,38.81
2,63.06,44.19,74.29,45.37
3,85.95,38.32,78.83,43.39
2,77.4,49.1,81.03,56.81
3,80.24,47.02,78.53,38.27
