2,84.15,61.99,77.78,60.74
3,79.97,55.77,79.76,54.87
2,75.9,59.11,71.09,55.22
3,76.64,55.77,74.01,52.99
2,83.25,62.2,79.35,57.6
3,90.38,70.28,90.17,73.38
