2,68.85,40.89,67.6,38.53
3,89.34,56.22,84.95,48.34
2,77.03,43.31,71.42,44.25
3,93.52,63.98,95.59,70.48
2,71.67,47.76,71.1,44.39
3,90.14,62.72,97.32,71.43
