90,60.76,66.2
90,73.28,70.83
90,65.18,76.19
90,55.76,41.82
180,66.25,66.67
180,66.08,71.09
180,78.19,83.58
180,63.27,59.27
365,72.88,74.69
365,79.79,78.0
365,80.71,71.06
365,66.25,68.75
