90,55.4,63.65
90,68.26,74.14
90,70.24,77.53
90,55.76,52.73
180,63.84,63.68
180,65.96,70.09
180,78.43,79.66
180,63.27,62.55
365,68.44,70.62
365,78.72,75.74
365,77.65,72.0
365,75.83,79.17
