k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
180,4,200,67.54%,61.02%,60.04%,59.57%,64.46%,65.75%,65.5%,66.07%,66.93%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
180,5,0,81.17%,81.83%,62.67%,70.83%,79.0%,80.33%,85.92%,85.83%,82.67%
180,5,50,81.83%,82.83%,70.67%,75.17%,76.17%,80.83%,83.67%,83.25%,83.67%
180,5,100,81.17%,80.83%,73.33%,73.17%,73.33%,78.83%,80.75%,83.67%,84.33%
180,5,150,81.83%,78.67%,74.0%,79.0%,73.17%,77.83%,76.0%,75.25%,76.67%
180,5,200,81.17%,77.0%,69.33%,76.33%,72.33%,87.33%,85.83%,85.33%,82.83%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,1,0,73.33%,73.9%,61.88%,65.91%,64.36%,59.64%,64.77%,65.05%,65.74%
365,1,50,73.53%,74.05%,65.02%,66.5%,65.79%,59.53%,63.0%,64.58%,65.42%
365,1,100,73.56%,74.32%,63.77%,64.58%,63.13%,63.78%,66.01%,66.19%,67.54%
365,1,150,73.39%,73.87%,62.85%,63.9%,60.18%,60.45%,67.83%,68.15%,69.41%
365,1,200,73.42%,73.54%,60.21%,61.87%,62.47%,62.32%,68.05%,67.41%,67.63%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,2,0,67.49%,66.42%,55.51%,58.46%,58.74%,60.49%,60.96%,61.17%,60.04%
365,2,50,63.13%,66.24%,58.48%,62.31%,61.3%,58.62%,58.51%,59.02%,59.37%
365,2,100,63.97%,65.96%,58.4%,58.85%,61.63%,54.82%,56.62%,57.16%,57.18%
365,2,150,61.89%,64.31%,54.74%,57.66%,60.87%,55.37%,58.21%,59.99%,62.17%
365,2,200,62.88%,64.34%,51.89%,54.31%,55.13%,60.07%,58.18%,60.01%,59.76%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,3,0,74.22%,74.32%,63.02%,69.52%,66.05%,62.52%,63.83%,65.62%,65.33%
365,3,50,73.76%,76.01%,66.76%,71.65%,68.85%,61.57%,63.54%,64.3%,66.56%
365,3,100,73.98%,73.77%,65.93%,65.47%,66.18%,65.21%,66.67%,64.91%,65.34%
365,3,150,74.72%,73.74%,64.26%,65.59%,67.46%,62.49%,62.61%,63.01%,63.4%
365,3,200,73.99%,74.04%,62.18%,64.05%,65.13%,64.9%,64.26%,66.15%,64.61%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,4,0,75.75%,75.9%,76.33%,73.67%,75.42%,71.46%,75.47%,73.91%,75.04%
365,4,50,77.73%,77.77%,70.83%,74.0%,73.0%,72.48%,72.08%,71.83%,74.53%
365,4,100,77.33%,74.93%,70.83%,72.0%,68.92%,74.1%,76.69%,76.39%,74.33%
365,4,150,76.12%,76.58%,69.0%,71.83%,72.67%,69.03%,73.08%,74.49%,72.26%
365,4,200,76.52%,74.47%,69.83%,74.67%,73.5%,73.93%,76.68%,73.86%,74.33%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,5,0,80.42%,74.38%,70.83%,68.33%,70.42%,73.75%,71.25%,74.38%,75.0%
365,5,50,76.88%,74.58%,73.33%,74.58%,68.75%,73.96%,76.25%,75.1%,75.94%
365,5,100,79.38%,76.25%,68.75%,74.17%,72.08%,74.17%,74.17%,76.46%,75.21%
365,5,150,78.54%,76.25%,72.08%,76.25%,73.75%,76.15%,77.92%,76.15%,77.4%
365,5,200,78.54%,76.25%,75.0%,73.75%,71.67%,76.77%,77.19%,80.73%,81.56%
