90,#2,NB_1to2,NB_K_1to2,NB_0to2,NB_K_0to2,SVM_1_1to2,SVM_2_1to2,SVM_3_1to2,SVM_1_0to2,SVM_2_0to2,SVM_3_0to2,RF_5_1to2,RF_10_1to2,RF_15_1to2,RF_20_1to2,RF_5_0to2,RF_10_0to2,RF_15_0to2,RF_20_0to2
90,Ori,65.06,56.67,69.41,57.13,50.83,52.89,51.78,50.03,53.0,52.31,55.05,55.63,51.83,51.29,59.26,60.1,56.55,55.21
90,FS,57.11,55.81,55.31,53.45,50.0,53.89,50.83,50.0,52.64,49.58,60.76,62.85,60.39,60.65,59.65,61.88,58.72,58.84
90,#3,NB_2to3,NB_K_2to3,NB_1to3,NB_K_1to3,NB_0to3,NB_K_0to3,SVM_1_2to3,SVM_2_2to3,SVM_3_2to3,SVM_1_1to3,SVM_2_1to3,SVM_3_1to3,SVM_1_0to3,SVM_2_0to3,SVM_3_0to3,RF_5_2to3,RF_10_2to3,RF_15_2to3,RF_20_2to3,RF_5_1to3,RF_10_1to3,RF_15_1to3,RF_20_1to3,RF_5_0to3,RF_10_0to3,RF_15_0to3,RF_20_0to3
90,Ori,71.96,68.39,70.27,64.82,68.99,63.15,52.32,49.73,49.02,48.84,54.64,51.07,49.91,54.37,51.16,63.57,69.73,74.64,73.66,60.18,67.5,71.74,70.76,60.98,70.48,72.77,69.94
90,FS,71.25,69.29,73.21,70.45,73.15,70.36,47.23,46.61,46.61,47.23,46.61,46.65,47.23,46.61,46.67,55.8,58.93,60.36,63.39,62.28,66.83,67.41,67.41,64.79,69.46,69.52,68.63
90,#4,NB_3to4,NB_K_3to4,NB_2to4,NB_K_2to4,NB_1to4,NB_K_1to4,NB_0to4,NB_K_0to4,SVM_1_3to4,SVM_2_3to4,SVM_3_3to4,SVM_1_2to4,SVM_2_2to4,SVM_3_2to4,SVM_1_1to4,SVM_2_1to4,SVM_3_1to4,SVM_1_0to4,SVM_2_0to4,SVM_3_0to4,RF_5_3to4,RF_10_3to4,RF_15_3to4,RF_20_3to4,RF_5_2to4,RF_10_2to4,RF_15_2to4,RF_20_2to4,RF_5_1to4,RF_10_1to4,RF_15_1to4,RF_20_1to4,RF_5_0to4,RF_10_0to4,RF_15_0to4,RF_20_0to4
90,Ori,72.0,73.0,73.0,74.5,71.33,73.67,71.75,74.0,66.5,60.0,63.5,64.5,54.25,59.25,62.17,53.83,57.5,60.88,52.75,55.38,64.5,66.5,69.0,68.0,64.0,71.5,74.0,75.0,62.83,69.33,71.5,72.33,60.25,65.62,67.25,68.62
90,FS,60.5,59.0,60.5,58.25,59.33,56.33,58.12,57.38,57.5,52.0,57.5,57.5,52.0,58.75,57.67,53.0,60.17,59.0,54.0,60.12,63.0,64.0,66.0,63.0,61.0,64.25,66.5,64.25,59.67,63.0,65.0,63.0,58.5,62.0,63.25,61.75
90,#5,NB_4to5,NB_K_4to5,NB_3to5,NB_K_3to5,NB_2to5,NB_K_2to5,NB_1to5,NB_K_1to5,NB_0to5,NB_K_0to5,SVM_1_4to5,SVM_2_4to5,SVM_3_4to5,SVM_1_3to5,SVM_2_3to5,SVM_3_3to5,SVM_1_2to5,SVM_2_2to5,SVM_3_2to5,SVM_1_1to5,SVM_2_1to5,SVM_3_1to5,SVM_1_0to5,SVM_2_0to5,SVM_3_0to5,RF_5_4to5,RF_10_4to5,RF_15_4to5,RF_20_4to5,RF_5_3to5,RF_10_3to5,RF_15_3to5,RF_20_3to5,RF_5_2to5,RF_10_2to5,RF_15_2to5,RF_20_2to5,RF_5_1to5,RF_10_1to5,RF_15_1to5,RF_20_1to5,RF_5_0to5,RF_10_0to5,RF_15_0to5,RF_20_0to5
90,Ori,74.17,74.17,72.71,76.04,71.53,75.28,72.29,75.47,72.04,75.38,49.58,52.08,56.25,49.58,54.17,56.88,50.0,54.44,55.69,52.4,53.44,55.62,52.75,53.75,56.42,66.46,71.67,73.96,70.21,60.21,68.96,67.71,65.83,57.57,67.22,67.43,65.07,61.04,66.98,66.98,65.26,62.25,68.62,69.54,66.29
90,FS,61.25,62.92,61.25,62.92,60.14,60.69,59.58,60.0,58.83,59.83,52.5,50.0,50.0,52.5,50.0,50.0,51.67,50.0,50.28,51.88,49.27,49.48,51.75,47.83,48.42,50.83,60.42,59.58,61.25,50.83,60.42,59.58,61.25,49.72,58.75,57.92,60.14,49.38,57.81,57.45,60.0,50.0,58.17,58.04,60.67
180,#2,NB_1to2,NB_K_1to2,NB_0to2,NB_K_0to2,SVM_1_1to2,SVM_2_1to2,SVM_3_1to2,SVM_1_0to2,SVM_2_0to2,SVM_3_0to2,RF_5_1to2,RF_10_1to2,RF_15_1to2,RF_20_1to2,RF_5_0to2,RF_10_0to2,RF_15_0to2,RF_20_0to2
180,Ori,59.48,58.08,60.83,60.39,54.49,51.55,50.39,58.24,53.07,49.94,52.71,56.67,59.97,59.66,54.39,55.35,57.21,56.47
180,FS,54.27,56.0,51.63,53.47,47.5,52.08,52.71,48.54,52.04,52.31,61.99,57.05,55.8,56.74,59.87,55.25,53.47,53.74
180,#3,NB_2to3,NB_K_2to3,NB_1to3,NB_K_1to3,NB_0to3,NB_K_0to3,SVM_1_2to3,SVM_2_2to3,SVM_3_2to3,SVM_1_1to3,SVM_2_1to3,SVM_3_1to3,SVM_1_0to3,SVM_2_0to3,SVM_3_0to3,RF_5_2to3,RF_10_2to3,RF_15_2to3,RF_20_2to3,RF_5_1to3,RF_10_1to3,RF_15_1to3,RF_20_1to3,RF_5_0to3,RF_10_0to3,RF_15_0to3,RF_20_0to3
180,Ori,74.44,74.56,76.72,76.83,76.41,75.31,59.42,63.58,62.42,59.29,62.33,63.21,61.25,62.78,64.92,68.61,72.5,71.69,74.75,67.32,70.64,69.58,75.49,63.91,69.31,67.88,73.54
180,FS,78.19,79.61,77.81,79.5,78.31,79.87,63.75,69.42,67.58,63.33,68.08,66.38,63.64,67.64,65.97,68.69,72.67,72.61,70.67,65.51,69.1,69.96,70.94,66.16,69.69,70.28,71.31
180,#4,NB_3to4,NB_K_3to4,NB_2to4,NB_K_2to4,NB_1to4,NB_K_1to4,NB_0to4,NB_K_0to4,SVM_1_3to4,SVM_2_3to4,SVM_3_3to4,SVM_1_2to4,SVM_2_2to4,SVM_3_2to4,SVM_1_1to4,SVM_2_1to4,SVM_3_1to4,SVM_1_0to4,SVM_2_0to4,SVM_3_0to4,RF_5_3to4,RF_10_3to4,RF_15_3to4,RF_20_3to4,RF_5_2to4,RF_10_2to4,RF_15_2to4,RF_20_2to4,RF_5_1to4,RF_10_1to4,RF_15_1to4,RF_20_1to4,RF_5_0to4,RF_10_0to4,RF_15_0to4,RF_20_0to4
180,Ori,73.61,72.78,77.64,74.31,77.87,74.63,77.78,73.75,62.08,64.58,57.08,60.0,62.5,58.12,60.0,62.08,59.31,59.17,59.9,58.96,59.31,58.61,63.89,64.31,63.33,65.69,69.31,69.03,59.35,64.77,71.02,70.97,59.58,64.97,69.97,70.07
180,FS,71.81,68.61,71.81,68.61,71.53,69.72,70.97,69.44,57.08,50.83,46.25,57.08,50.83,46.25,58.47,51.67,46.67,57.29,52.4,47.19,55.97,53.33,55.28,58.06,55.97,53.33,55.28,58.06,56.2,53.66,54.95,58.33,55.9,53.82,54.79,58.37
180,#5,NB_4to5,NB_K_4to5,NB_3to5,NB_K_3to5,NB_2to5,NB_K_2to5,NB_1to5,NB_K_1to5,NB_0to5,NB_K_0to5,SVM_1_4to5,SVM_2_4to5,SVM_3_4to5,SVM_1_3to5,SVM_2_3to5,SVM_3_3to5,SVM_1_2to5,SVM_2_2to5,SVM_3_2to5,SVM_1_1to5,SVM_2_1to5,SVM_3_1to5,SVM_1_0to5,SVM_2_0to5,SVM_3_0to5,RF_5_4to5,RF_10_4to5,RF_15_4to5,RF_20_4to5,RF_5_3to5,RF_10_3to5,RF_15_3to5,RF_20_3to5,RF_5_2to5,RF_10_2to5,RF_15_2to5,RF_20_2to5,RF_5_1to5,RF_10_1to5,RF_15_1to5,RF_20_1to5,RF_5_0to5,RF_10_0to5,RF_15_0to5,RF_20_0to5
180,Ori,78.61,85.0,70.83,75.14,68.43,70.19,66.11,67.43,64.44,66.89,62.5,61.67,63.33,59.58,62.08,62.92,58.61,58.33,60.56,57.29,58.33,60.0,56.67,57.83,59.5,52.78,62.22,63.89,65.56,61.67,65.0,66.81,69.17,64.17,66.94,70.74,70.74,64.44,66.74,68.68,67.15,65.61,68.28,70.33,68.72
180,FS,55.0,52.5,60.0,58.75,61.67,60.46,62.08,61.6,63.33,63.28,58.33,57.5,60.83,58.75,58.33,61.67,58.89,57.22,60.56,58.96,56.67,60.42,58.67,56.33,60.0,56.67,53.33,53.33,53.61,53.75,53.33,53.75,55.56,52.04,50.93,51.76,54.07,51.67,50.49,51.46,54.03,52.5,52.17,53.39,55.11
365,#2,NB_1to2,NB_K_1to2,NB_0to2,NB_K_0to2,SVM_1_1to2,SVM_2_1to2,SVM_3_1to2,SVM_1_0to2,SVM_2_0to2,SVM_3_0to2,RF_5_1to2,RF_10_1to2,RF_15_1to2,RF_20_1to2,RF_5_0to2,RF_10_0to2,RF_15_0to2,RF_20_0to2
365,Ori,72.64,75.93,71.61,75.21,60.46,63.54,63.82,57.52,64.75,65.7,59.93,69.07,73.0,74.43,58.14,63.84,66.02,66.64
365,FS,81.75,80.29,81.84,80.64,57.79,60.36,60.89,57.79,59.46,60.0,69.25,73.71,74.39,73.04,69.96,74.34,74.48,72.95
365,#3,NB_2to3,NB_K_2to3,NB_1to3,NB_K_1to3,NB_0to3,NB_K_0to3,SVM_1_2to3,SVM_2_2to3,SVM_3_2to3,SVM_1_1to3,SVM_2_1to3,SVM_3_1to3,SVM_1_0to3,SVM_2_0to3,SVM_3_0to3,RF_5_2to3,RF_10_2to3,RF_15_2to3,RF_20_2to3,RF_5_1to3,RF_10_1to3,RF_15_1to3,RF_20_1to3,RF_5_0to3,RF_10_0to3,RF_15_0to3,RF_20_0to3
365,Ori,71.0,73.83,72.69,74.06,73.87,74.35,62.17,57.67,51.58,62.88,58.54,53.46,60.86,55.92,55.08,56.42,56.53,60.14,63.11,57.88,58.19,62.35,64.57,58.35,58.95,62.1,63.95
365,FS,74.69,72.72,74.19,72.72,73.91,73.57,61.67,54.67,53.25,60.0,55.0,53.58,59.11,54.64,53.44,60.44,59.81,62.0,58.69,61.44,61.97,63.0,60.19,62.55,61.71,63.53,61.35
365,#4,NB_3to4,NB_K_3to4,NB_2to4,NB_K_2to4,NB_1to4,NB_K_1to4,NB_0to4,NB_K_0to4,SVM_1_3to4,SVM_2_3to4,SVM_3_3to4,SVM_1_2to4,SVM_2_2to4,SVM_3_2to4,SVM_1_1to4,SVM_2_1to4,SVM_3_1to4,SVM_1_0to4,SVM_2_0to4,SVM_3_0to4,RF_5_3to4,RF_10_3to4,RF_15_3to4,RF_20_3to4,RF_5_2to4,RF_10_2to4,RF_15_2to4,RF_20_2to4,RF_5_1to4,RF_10_1to4,RF_15_1to4,RF_20_1to4,RF_5_0to4,RF_10_0to4,RF_15_0to4,RF_20_0to4
365,Ori,83.06,82.08,82.57,81.77,81.44,80.83,78.68,77.5,70.42,73.75,63.33,71.67,70.62,63.54,73.89,68.33,65.0,73.54,69.38,66.25,78.96,76.04,80.83,83.33,74.06,75.8,79.48,79.9,74.14,76.13,79.51,79.03,75.05,76.23,79.03,78.77
365,FS,85.0,87.92,83.33,87.92,83.38,87.08,83.4,86.08,67.92,68.33,70.83,67.92,66.87,70.21,66.81,66.25,68.61,65.83,67.08,68.12,68.13,77.64,77.5,79.17,67.5,77.64,76.88,79.38,67.01,75.79,76.39,79.24,67.19,76.06,76.35,78.44
365,#5,NB_4to5,NB_K_4to5,NB_3to5,NB_K_3to5,NB_2to5,NB_K_2to5,NB_1to5,NB_K_1to5,NB_0to5,NB_K_0to5,SVM_1_4to5,SVM_2_4to5,SVM_3_4to5,SVM_1_3to5,SVM_2_3to5,SVM_3_3to5,SVM_1_2to5,SVM_2_2to5,SVM_3_2to5,SVM_1_1to5,SVM_2_1to5,SVM_3_1to5,SVM_1_0to5,SVM_2_0to5,SVM_3_0to5,RF_5_4to5,RF_10_4to5,RF_15_4to5,RF_20_4to5,RF_5_3to5,RF_10_3to5,RF_15_3to5,RF_20_3to5,RF_5_2to5,RF_10_2to5,RF_15_2to5,RF_20_2to5,RF_5_1to5,RF_10_1to5,RF_15_1to5,RF_20_1to5,RF_5_0to5,RF_10_0to5,RF_15_0to5,RF_20_0to5
365,Ori,90.0,79.17,87.08,80.0,85.56,78.61,83.96,76.67,80.83,74.5,69.17,70.83,68.33,68.75,71.25,66.25,68.89,71.39,66.94,68.33,70.0,67.08,68.67,70.67,68.33,77.5,90.0,87.5,90.83,78.75,87.5,83.33,85.83,78.61,85.14,82.08,84.58,76.88,81.98,79.48,81.77,76.0,81.75,78.58,79.33
365,FS,85.0,77.5,84.58,80.83,83.89,81.39,83.96,81.67,84.33,81.83,63.33,75.83,75.83,70.42,77.92,77.08,73.61,78.61,76.67,75.21,78.96,77.08,76.17,78.67,76.83,73.33,75.83,80.0,81.67,72.92,77.71,77.5,79.58,73.61,78.61,78.19,80.0,73.12,77.29,76.77,79.17,72.5,76.67,75.92,78.67
