80.09,82.47,70.85,71.48,70.16,76.53,77.19,77.79,80.49
82.07,84.26,75.07,73.44,73.44,78.86,82.84,82.72,82.34
79.77,82.94,72.73,74.53,71.41,77.67,79.73,81.38,81.4
82.65,85.2,73.28,71.43,70.41,78.87,80.68,83.18,82.79
80.55,82.63,71.48,71.48,71.66,81.49,81.41,82.47,81.87
82.34,84.58,70.87,69.0,69.71,75.28,79.16,82.84,82.81
80.55,82.63,69.85,72.35,71.1,74.08,76.84,77.4,78.52
82.03,84.11,68.44,67.19,69.62,78.82,81.5,80.95,80.68
79.46,82.47,67.58,70.48,71.8,77.13,77.99,79.15,78.83
81.87,83.26,67.28,67.28,69.16,72.24,76.86,77.96,78.88
83.97,84.83,75.1,72.71,70.71,78.6,79.06,79.92,80.49
83.69,83.11,72.88,72.02,73.86,84.92,82.79,82.83,83.65
83.98,84.27,74.12,74.83,70.45,77.96,79.77,81.16,80.75
83.42,82.83,72.9,74.02,74.19,83.23,85.03,84.6,85.02
84.27,84.55,73.31,72.36,69.86,77.9,78.9,80.75,80.6
81.73,82.27,71.24,70.93,74.14,75.34,81.67,81.67,81.96
83.7,84.83,72.76,72.48,70.48,78.77,79.85,81.96,81.97
81.74,82.56,70.36,72.48,75.98,79.98,81.65,80.81,82.09
83.7,84.27,73.76,73.76,72.02,73.97,78.07,80.04,79.64
81.73,83.68,71.64,71.6,74.31,79.62,81.27,83.09,83.37
78.25,75.5,67.75,68.75,65.25,67.12,72.38,71.38,75.62
78.25,76.38,54.0,58.75,67.0,54.19,55.0,60.81,59.44
78.75,74.38,71.0,67.75,63.0,67.19,71.12,73.88,73.81
71.81,72.38,56.25,59.0,57.5,61.25,62.19,61.12,61.12
78.12,73.25,66.25,65.25,62.75,70.94,77.25,75.12,71.88
70.06,69.5,56.5,55.25,56.5,59.12,59.44,62.56,64.88
78.88,73.25,56.75,61.5,56.5,69.62,70.44,71.38,71.94
69.44,66.5,49.25,53.0,57.75,58.19,61.06,61.62,61.19
78.75,73.12,54.5,62.75,55.25,72.81,75.0,75.88,73.94
68.19,62.75,48.25,51.75,58.0,66.75,60.0,62.44,61.5
