MVI,76.77,67.74,73.76,67.12
MVI,76.08,71.15,74.68,67.78
MVI,78.94,72.2,79.71,67.55
MVI,76.77,67.74,73.76,67.12
MVI,76.08,71.15,74.68,67.78
MVI,78.94,72.2,79.71,67.55
