k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,2,50,32.12%,25.19%,37.62%,35.13%,32.55%,5.68%,4.05%,3.29%,2.82%
365,2,100,32.3%,24.56%,41.27%,37.92%,35.48%,5.27%,3.63%,3.07%,2.61%
365,2,150,32.39%,24.35%,42.77%,40.95%,37.86%,6.56%,3.91%,3.46%,3.08%
365,2,200,32.42%,24.37%,44.83%,42.27%,40.13%,6.46%,5.08%,4.55%,3.86%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,3,0,20.27%,19.55%,37.82%,36.69%,35.29%,12.41%,9.36%,8.56%,8.24%
365,3,50,21.25%,20.93%,35.94%,36.32%,35.69%,16.75%,12.17%,10.8%,11.2%
365,3,100,21.8%,21.13%,35.5%,34.17%,34.26%,17.42%,16.04%,14.82%,12.18%
365,3,150,22.51%,21.51%,35.14%,32.06%,31.98%,18.16%,14.92%,13.95%,13.94%
365,3,200,22.47%,21.66%,36.06%,33.89%,33.03%,16.65%,15.93%,15.55%,15.44%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,4,0,20.93%,18.87%,32.96%,33.64%,35.38%,8.62%,6.18%,5.85%,5.67%
365,4,50,21.67%,19.75%,35.62%,36.24%,35.07%,13.74%,9.04%,7.77%,7.41%
365,4,100,21.83%,19.83%,36.82%,35.36%,35.57%,13.51%,10.06%,8.9%,9.67%
365,4,150,21.96%,20.29%,36.62%,35.49%,35.97%,13.7%,11.02%,9.65%,8.5%
365,4,200,21.93%,20.23%,38.81%,37.24%,37.09%,15.17%,13.62%,12.01%,11.79%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,5,0,73.64%,76.65%,67.18%,67.56%,68.69%,86.98%,88.97%,89.96%,90.92%
365,5,50,73.96%,76.47%,67.18%,67.37%,67.77%,87.76%,90.18%,91.22%,91.6%
365,5,100,74.24%,76.73%,65.84%,68.85%,70.71%,86.16%,88.37%,89.39%,89.34%
365,5,150,74.44%,77.14%,66.68%,69.31%,70.43%,88.19%,88.78%,88.97%,90.37%
365,5,200,74.31%,77.25%,65.0%,68.33%,69.97%,85.74%,87.71%,88.37%,89.19%
k,#TP,%SMOTE,NB,NB_K,SVM_1,SVM_2,SVM_3,RF_5,RF_10,RF_15,RF_20
365,6,0,75.95%,76.69%,65.85%,68.29%,70.77%,86.23%,89.09%,91.33%,91.34%
365,6,50,75.14%,76.64%,61.81%,65.43%,71.37%,86.2%,89.73%,91.34%,92.02%
365,6,100,74.85%,75.83%,59.22%,62.14%,69.02%,87.37%,91.13%,92.34%,92.72%
365,6,150,74.89%,76.53%,56.4%,60.52%,65.13%,87.86%,89.72%,91.15%,91.55%
365,6,200,74.52%,75.83%,54.31%,58.96%,62.14%,86.71%,89.31%,90.74%,90.98%
